url,material_name,Category,Code,Country,Brand,post_text,tags,Sensorial_Glossiness,Sensorial_Translucence,Sensorial_Structure,Sensorial_Texture,Sensorial_Hardness,Sensorial_Temperature,Sensorial_Acoustics,Sensorial_Odour,Technical_Fire Resistance,Technical_UV Resistance,Technical_Weather Resistance,Technical_Scratch Resistance,Technical_Weight,Technical_Chemical Resistance,Technical_Renewable
https://materialdistrict.com/material/birdshades-bird-protection-window-film/,BirdShades bird protection window film,Coatings,COA319,Austria,BirdShades Innovations GmbH,"Glass is a must-have in the modern building industry, but birds cannot see glass. Due to the rapidly advancing urbanization, cities are expanding directly in the flight routes of numerous bird species. Due to that, bird strikes have now become the second-largest human-induced threat to birds worldwide. To ensure biodiversity in the future, effective and simple solutions are needed to optimize cities for both, humans and animals. BirdShades goal is to take us a step closer to solving the human-wildlife conflict by developing innovative products to protect birds.

BirdShades invisible bird protection window film empowers you to keep the aesthetic value of the glass surfaces of your building without having a detrimental impact on biodiversity. The technology is based on a bird-specific ability: most birds see UV light. For humans, this part of the light spectra is not visible.","Healing Environment, Smart Materials, Coatings, uv",Glossy,100%,Open,Smooth,Resilient,Cool,Poor,None,Unknown,Good,Good,Good,,Good,No
https://materialdistrict.com/material/bisazza-mosaico-mix/,Bisazza Mosaico Mix,Glass,GLA108,Italy,Bisazza SpA,"Bisazza was founded in 1956 as a manufacturer of glass mosaic products. In addition to the classic glass mosaic produced industrially in paper-faced tessera format, Bisazza also creates speciality mosaics featuring 24 carat gold and traditional vitreous glaze finishes (hand-cut), also with avventurina – a synthetic stone developed in venice during the 17th century – which gives a glittering jewel-like effect to the glass mosaic.The mosaic tiles are backed glued to a paper face at the back for ease of installation. Many colour variations are available for use in different applications, such as swimming pools and entrance halls, but also mosques and churches. The tiles can be used on both floor and wall.",Glass,Glossy,0%,Open,Medium,Hard,Medium,Poor,None,Good,Good,Good,Good,Heavy,Moderate,No
https://materialdistrict.com/material/black-gold/,Black Gold,Natural stones,NST085,Netherlands,Quintus Kropholler,"Black Gold challenges how we treat valuable remainders of the oil industry.

Asphalt is an ubiquitous material in our urban fabric. It is everywhere, but since it is only regarded in purely functional terms, its potential remains unseen. Asphalt has rather unique properties and aesthetic qualities.

This material is a remainder of the oil industry. It is a by product of transit, trade, commerce and lobbyism. It is an unnoticed by product of prosperity and yet of such great importance. With the Black Gold material and objects, Quintus intends not only to show an aesthetic that has been overlooked for almost a century, manifesting the capabilities of the material and its industry of today, but rather aim to show, and reflect upon, a piece of our current consumer society that in time will not only seize to exist, but neither will it ever come back again, as monuments of its time.",Natural stones,Glossy,0%,Closed,Coarse,Hard,Medium,Good,None,Poor,Good,Good,Good,Heavy,Good,No
https://materialdistrict.com/material/black-heart/,Black Heart,Natural stones,NST047,Italy,Riverstone,"Black Heart is a new material made from pebbles and stones of various sizes which are embedded in transparent resin to create a dynamic, elegant surface. The slightly protruding stones protect the surface of the resin from abrasions.

Available in a combination of Black with four playfull colours, namely; Gold/ Black/ Silver/ Copper.","Sense & Sensibility, Natural stones",Glossy,0-50%,Open,Smooth,Hard,Cool,Poor,None,Unknown,Moderate,Good,Good,Medium,Good,No
https://materialdistrict.com/material/black-mdf-fibracolour-negro/,Black MDF – Fibracolour Negro,Wood,WOO407,Netherlands,FINSA,"Fibracolour Negro is a special MDF, because it is through and through black. Especially for applications where more strength is needed, FINSA has developed a 3 mm HDF. The Fibracolour Negro 38 mm for thicker thicknesses is the latest addition that was added to the collection.

Large varieties of aesthetic effects and innovative finishes are possible with this board (varnish, waxes or clear varnishes). Fibracolour Negro is a product made from non-toxic pigments and contains a low concentration of formaldehyde (classification E1). Fibracolour Negro guarantees a certain strength, consistency and intensity of colours in accordance with our strict quality controls. The colourings are uniform and resistant to natural and artificial lighting.

Fibracolour Negro is a board that can be used in retail or domestic architecture. Applications like counters, office furniture, dividing walls or a print with a text or logo with a 3D-result.

Fibracolour Negro is also available in a fire retardant version, fire class certification B-s2,d0.

Please do not hesitate to ask FINSA for a sample or more information about Fibracolour Negro, via the ‘’Request Information’’ button on this page.","Wood, mdf",Matte,0%,Closed,Smooth,Hard,Medium,Poor,None,Moderate,Good,Poor,Moderate,Medium,Moderate,Yes
https://materialdistrict.com/material/black-n-tan/,Black N Tan,Plastics,PLA623,Netherlands,Anique Noordman,"Carpet Black N Tan, inspired by hair treatment in African culture and the hidden beauty of dirt on cows hair. Out of graduation project, A tuft of hair.

Original carpet: 100% Cotton, chenille Topping: Rubber Bath rug, tickling, a massage for your feet! A tuft of hair Bouncy curls, to touch and stretch out. Voluminous afro hair, you’d like to dive in to. One long braid reveals hundred knots, a braided finished edge, twisted knots pattern design. Dip dying of piles, waxing and modeling. Waffled crimped wig, thick locks, irregular dreadlocks. A Collection of carpet ideas, inspired on hair, hair fashion and hairstyles. As a forecast for carpets and yarns.",Plastics,Matte,0%,Closed,Coarse,Resilient,Medium,Good,None,Unknown,Poor,Good,Poor,Light,Poor,No
https://materialdistrict.com/material/blackcolour/,Black=Colour,Plastics,PLA017,Netherlands,Enia Carpet Nederland BV,"The pile of the floor covering in 3D striped structure is a result of a knitting process with yarn dyed Polyester fibres. By coating it with a special polymer on the backside we gain a contrast in colour that gives the product its special aesthetic value. Every Pantone colour can be used as long as there is enough contrast with the fabric. The result is a ’changeant’ effect. From a distance the floor covering appears black. When approaching it, an exiting colour change takes place between light and dark, black and colour. Is black normally a mixture of all pigments with ’black = colour’ black still can become a colour.",Plastics,Satin,0%,Closed,Medium,Resilient,Medium,Moderate,Moderate,Unknown,Moderate,Moderate,Good,Medium,Moderate,No
https://materialdistrict.com/material/blazestone/,Blazestone,Glass,GLA001,United States,Bedrock Industries,"Blazestone tiles are crafted entirely from post-industrial and post-consumer glass. No additional oxides or colourants are used. Each tile is handmade from combinations of glass that give the tiles their appearance and colour variation. Because the tiles are hand-made, there are slight differences in shape and variations in the surface. The tiles have been positively tested for wear and tear, scratch resistance and (thermal) shock. They may be used indoors as well as outdoors on both floors and walls.",Glass,Glossy,50-100%,Open,Smooth,Hard,Medium,Poor,None,Good,Good,Good,Good,Heavy,Good,No
https://materialdistrict.com/material/blend/,Blend,Wood,WOO505,Netherlands,Ward Wijnant,"BLEND is inspired by the thought that out of one and the same tree, the same wood, different kind of patterns and structures can be gained. BLEND is based on the idea to visualize the effect of different sawing techniques by emphasizing the woodgrains. By playing with the inlay work and grain directions, the wood shows a surprising new perspective.","Sense & Sensibility, Wood",Variable,0%,Closed,Coarse,Hard,Warm,Moderate,Moderate,Poor,Good,Poor,Moderate,Medium,Poor,Yes
https://materialdistrict.com/material/blinds-made-of-waste-material/,Blinds made of waste material,Plastics,PLA1289,Netherlands,Studio Sandra Fleurke,"The blinds for windows and the room dividers have a transparent look: the daylight can play with the material. All the pieces are unique, even personal items can be used in the weaving process.

The yarns, ribbons, shoelaces, cords, rubber, leather, plastics, copper, wool, cotton, zippers, velvet, flax and even shower curtains are all collected and found or received. Old clothes and knitwear are taken apart, the yarns and garments are used again. The harmonious look of the chosen colours and the exquisite mix of materials makes the weaving nice to look at.

From a distance, the item looks like a variety of shades. But in a close up the mix of materials, colours, structures and prints become visible and are surprising.

“ Functionality and personality can be caught into one item with recycling as a base.”","Recycling, Plastics",Variable,0-50%,Open,Medium,Resilient,Medium,Poor,None,Moderate,Good,Poor,Moderate,Medium,Moderate,No
https://materialdistrict.com/material/blingcrete-light-reflecting-concrete/,BlingCrete light reflecting concrete,Concretes,CON100,Germany,BlingCrete,"BlingCrete is a textile-reinforced concrete with a light-reflecting surface whose specific properties and smart manufacturing processes offer a wide variety of applications. In addition to being light-reflecting, this material non-flammable.

BlingCrete is based on system precast building methods. The combination of a durable surface effect and the ease of production make BlingCrete a cost-effective environmentally friendly, and sustainable product. With its inherent technical, functional and aesthetic properties, BlingCrete offers a wide range of applications in architecture and design, in road safety and traffic-related areas.

The properties of BlingCrete open up various design possibilities in architecture, interior design and in transport safety areas. Potential applications are, for example, safety-related marking of danger spots in construction (stairs, sidewalks, platform edges, tunnels), as well as the design of integrated guidance systems and novel surface components (façade, floor, ceiling). BlingCrete faciliating new and unexpected ways of perception. In principal it is an unobtrusive material that is eye-catching or even flamboyant when required. The information is latently stored in the surface without dominating the architecture, its visibility is programmed by users’ walking paths and the position of the light and is fully visible at specific points.

BlingCrete offers high design potential, that derives from the production process. Basically, the building process and use are comparable to known procedural manners of prefabricated elements. Part of BlingCrete™ are novel High Performance and Ultra High Performance Concretes that are used: With these the adhesive composition of the glass beads and their position in the matrix can be controlled precisely. They could be positioned in any grid or pattern or in a random distribution on the surface, the colour of the matrix could be produced in a greyscale variety from white to anthracite (i. e. black), and colours like yellow, red, green etc. The sizes of the beads range from 0,7 mm to 9 mm, with 6 mm as a standard size. Combinations of sizes are possible. The parameters for the matrix and ball resulting from the main components enable the appearance and properties of the surface to be manipulated:

There is not one BlingCrete, but several.",Concretes,Glossy,0%,Closed,Smooth,Hard,Medium,Good,None,Good,Good,Good,Good,Medium,Good,No
https://materialdistrict.com/material/blobb-tiles/,Blobb Tiles,Ceramics,CER031,United States,Analia Segal,"Blobb tiles are unorthodox tiles: Different variations simulate they are melting or make you believe they want to kiss someone. Blobb tiles enliven the normally tedious environment of the single-coloured bathroom with small details with a rather humoristic nature.

Blobb tiles, produced in Mexico and Canada, are designed by Analia Segal","Sense & Sensibility, Ceramics, tiles",Satin,0%,Open,Smooth,Hard,Cool,Poor,None,Good,Good,Good,Good,Medium,Good,No
https://materialdistrict.com/material/blood-bio-leather/,Blood bio leather,Other naturals,ONA871,Netherlands,Shahar Livne Design,"Blood bio leather is a material sheet made of 100% slaughter house waste and low value by products.

When an animal is being industrially slaughtered, its blood is being drained. This process not only creates a huge amount of blood as a low value by-product and in some cases as a pollutant.

The “Meat Factory” project is a series of material experiments with the aim to work with the “whole beast”, investigating and inspired by the days when animals where killed every single part was used as the entire beast was valuable. The result is diverse materials, from blood bio “leather”, rubber and yarns to colorants made only from natural abattoir waste or low value materials, creating new elements for products from blood and different industrially extracted animal products.

This project questions the construction and deconstruction of living beings by humans, the conflicts in using animals and animal-derived products for human consumption and the moralistic and cultural views from past to present and to the future of this controversial industry.","Biobased, Recycling, Sustainable, Other naturals, bood, leather alternative",Satin,0-50%,Closed,Variable,Soft,Medium,Moderate,None,Moderate,Unknown,Poor,Poor,Light,Moderate,Yes
https://materialdistrict.com/material/blood-plastic/,Blood plastic,Other naturals,ONA707,Netherlands,Basse Stittgen,"This plastic material is made from 100 per cent dried and pressed cow’s blood, without any additives. Animal blood is a waste material from the meat industry.

Designer Basse Stittgen explores the possibilities of blood as a material. The objects made from it interplay between the strong symbolic meaning of blood and its physicality.","Biobased, Curious, Sustainable, Other naturals, bioplastic, blood",Satin,0%,Closed,Smooth,Hard,Medium,Moderate,Moderate,Unknown,Moderate,Poor,Good,Medium,Moderate,Yes
https://materialdistrict.com/material/blow-in-straw-fibre-insulation/,Blow-in straw fibre insulation,Other naturals,ONA1072,Netherlands,Bioblow,"In the context of sustainable building materials and energy efficiency, insulation plays a crucial role. Bioblow blow-in fibre is a product developed to provide thermal and acoustic insulation while being environmentally friendly and straightforward to install.

What is Bioblow Blow-In Fibre? Bioblow blow-in fibre is an insulation material made from natural and recycled components. It is used to insulate walls, roofs, and floors in residential and commercial buildings. The material is applied using specialised equipment, ensuring even distribution to create a seamless layer of insulation.

Features and Benefits of Bioblow Blow-In Fibre

Applications of Bioblow Blow-In Fibre Bioblow blow-in fibre can be used in various parts of a building:

Bioblow blow-in fibre is an insulation material designed to meet contemporary building standards for thermal and acoustic performance. Its use of natural and recycled materials aligns with sustainability objectives, while its straightforward installation process and adaptability make it a practical choice for both new construction and renovation projects.","Biobased, Other naturals, insulation, straw",Variable,0%,Closed,Variable,Soft,Warm,Moderate,Moderate,Poor,Good,Moderate,Moderate,Light,Moderate,Yes
https://materialdistrict.com/material/blown-up-weave-2d-3d/,Blown-up weave 2D & 3D,Plastics,PLA1220,Netherlands,Studio Alei Verspoor,"Blown-up is a weave structure made with 100% polyester webbing, manufactured in the UK. The dyeing method gives the material a deep shine and colour intensity. The material is ultra-durable, non-stretch, weather- and rot-resistant.

The material is available in a 2D and 3D variant. The 3D relief structure can be custom-made in a broad range of patterns, heights and shapes. The material is suitable for a broad range of surface and product applications both indoor and outdoor, especially outdoor because of the durability of the material.

Some examples would be:","Sense & Sensibility, Plastics, polyester, weave",Glossy,0%,Open,Medium,Soft,Medium,Moderate,None,Good,Good,Good,Moderate,Medium,Moderate,No
https://materialdistrict.com/material/bluedec/,Bluedec,Plastics,PLA987,Netherlands,Bluedec,"Bluedec is a flexible, nanoporous aerogel blanket insulation that reduces energy loss while conserving interior space in residential and commercial building applications. Its extremely low thermal conductivity, superior flexibility, compression resistance, hydrophobicity, and ease of use make it ideal for those seeking ultimate thermal protection performance.

Using patented nanotechnology, Bluedec insulation combines a silica aerogel with reinforcing fibers to deliver industry-leading thermal performance in an easy-to-handle and environmentally safe product. It is a proven effective insulator in building applications, providing the highest R-value of any insulation material for maximum energy efficiency in walls, floors, roofs, framing, and windows. It insulates against heat and cold 2 to 8 times better than any other conventional insulation material. This means that much less material is needed to obtain the same insulation value. Because it is so thin, i.e. available in 5mm or 10mm thicknesses, it can also be used in difficult places. Furthermore it is flexible, making it extremely easy to use. It is also easy to cut or to trim.

Environmentally friend, Bluedec is water repellent but also vapour permeable. This material also retains constant quality over time, making it reusable. Bluedec is white in colour, has a maximum use temperature of 390°F (200°C) and a density of 9.4 lb/ft3.","Lightweight, Sustainable, Plastics",Matte,0%,Closed,Medium,Soft,Warm,Good,None,Good,Moderate,Poor,Poor,Light,Poor,No
https://materialdistrict.com/material/bluestein/,Bluestein,Glass,GLA092,Italy,Bluestein SRL,"These glass plates are double glazed plates filled with coulourful glass particles.They can be used as floor plates or coating plates. Floor plates – 34 mm thickness (stratified safety glasses) Characteristics – Serial form 300 x 600 and 600 x 600. – Special forms on demand as a plan. – Product which should not be exposed to sunrays. – Bottom glass can be reflective or transparent. – Logos may be inserted.

Coating plates – 22 mm thickness (stratified safety glasses) Characteristics – Serial form 300 x 600 and 600 x 600. – Special forms on demand as a plan. – Product which should not be exposed to sunrays. – Bottom glass can be reflective or transparent. – Logos may be inserted.",Glass,Glossy,0-50%,Open,Smooth,Hard,Cool,Poor,None,Moderate,Poor,Poor,Good,Heavy,Good,No
https://materialdistrict.com/material/bobbles/,Bobbles,Other naturals,ONA822,Netherlands,Knitwear Lab,"This 2 colour jacquard is made with a technical stitch gore technique that creates a 3D surface. The yarn used is 100% extra fine merino wool (2/30 Nm + Elastic).

Machine: Stoll CMS 530 HP E6.2","Biobased, Other naturals, merino, wool",Matte,0%,Open,Medium,Soft,Warm,Good,None,Good,Good,Moderate,Moderate,Light,Moderate,Yes
https://materialdistrict.com/material/bodem-circulair-terrazzo/,BODEM circulair terrazzo,Concretes,CON200,Netherlands,Circulair Warenhuis,"This special collection is the result of the creative mind of designer Max Lipsey, who has developed a special technique to give unusable pottery a new life.

Max Lipsey came across the problem of wasted pottery and decided to transform it. He takes cracked or broken ceramics and grinds them into small pieces, which are then combined with a binder to create beautiful terrazzo. What makes this approach even more impressive is that no less than 80% of the filler consists of recycled ceramic. This circular terrazzo is versatile, ranging from small decorative objects to impressive kitchen worktops.","Recycling, Concretes, counters, kitchen, terrazzo",Matte,0%,Closed,Smooth,Hard,Cool,Poor,None,Good,Good,Good,Good,Heavy,Moderate,No
https://materialdistrict.com/material/body-and-soul/,Body and Soul,Other naturals,ONA169,Germany,Kymo GmbH,"This Brazilian Cowhide hand-sewn carpet is manufactured onto a 100% cotton carrier with a Felt backing. It has a pile height of 10mm and a weight of 2500g/sqm.

Available in 2 standard colours and 5 standard sizes. But the production of special sizes and shapes is possible. It is suitable for floor heating, it has anti electrostatic properties and offers good sound insulation. Applications: indoor, lounges, hotels, offices, fairs and events.",Other naturals,Glossy,0%,Closed,Medium,Resilient,Medium,Moderate,None,Unknown,Good,Moderate,Good,Medium,Moderate,Yes
https://materialdistrict.com/material/bog-oak/,Bog Oak,Wood,WOO502,Netherlands,Wonderwall Studios,"Bog oak is the household name for oak that has been buried in peat bog for hundreds and in some cases thousands of years. Peat – or turf – is a build-up of decaying organic matter. The trees, trunks and logs Wonderwall reclaims are from large oak trees that were felled many moons ago by man or nature.

During the centuries the wood sank ever deeper into the black mud, enriched and coloured by acids and minerals. The rich, dark shades of brown and intense blacks give bog oak its exclusive look. It takes a lot of effort and expertise to extract these buried trunks from the bottom of rivers and wetlands.

Wonderwall’s bog oak is sourced in the Ukraine. Here, they work with a family-owned and -run workshop of experienced craftsmen. They work with bog oak and walnut, creating some beautiful and unique pieces. The degree of love for the work on display here will make your heart explode.","Biobased, Sense & Sensibility, Wood",Variable,0%,Closed,Variable,Hard,Warm,Moderate,Moderate,Unknown,Unknown,Good,Good,Medium,Good,Yes
https://materialdistrict.com/material/boiled-wood/,Boiled Wood,Wood,WOO083,Netherlands,Mirjam Griffioen,"Mirjam Griffioen is a designer with a fascination for materials and transforming them. Boiled wood is the result of boiling MDF (Medium Density Fibreboard) pressed wood fibers with a resin. These ingredients have been pressed under high pressure and temperature. By transforming the MDF by boiling and deforming it she created a new material with its own characteristics and charme.

Mirjam Griffioen has put a lot of time and research in this new material. Even though manufacturers are already looking into ways to mass-produce her Boiled Wood, it is not yet ready for the commercial market.",Wood,Matte,0%,Open,Smooth,Hard,Warm,Poor,Moderate,Unknown,Moderate,Poor,Moderate,Medium,Moderate,Yes
https://materialdistrict.com/material/bois-larme/,Bois Larmé,Wood,WOO484,France,"ARCA, Créations et Ébénisterie","Wood reinforced with metals forming tears. Creation of “rapid ornaments” intimately marrying a veneer of fine essence and a non-ferrous sheet such as aluminum, brass, bronze or copper. It makes the wood more resistant to abrasion and impact. The grids can be printed in 3D in order to control the patterns, dimensions, colours and relief.

After sanding, the grid partially reappears on the surface, creating patterns that can be regular or more erratic, depending on the desired aesthetic. There are two possible results with the process. The wood can cover the grid or be drilled, offering an alternative to the bad-relied sculptures. This technique also allows curved parts.

Curved parts can be manufactured as well. The maximum achievable area is 2000 x 1000 mm. The thinnest thickness is 2mm. Dark species of wood gray the wood when sanding.","Sense & Sensibility, Wood",Variable,0%,Closed,Smooth,Hard,Medium,Poor,None,Moderate,Good,Poor,Good,Medium,Moderate,Yes
https://materialdistrict.com/material/bola-triglass/,Bola TriGlass,Glass,GLA203,Netherlands,Bola Triglass,"Bola TriGlass is an integrally woven sandwich fabric. It is woven in a revolutionary three-dimensional (3D) weaving process. It consist of two layers of 100% E-glass fabrics separated by interwoven vertical distance yarns, this forming an integral sandwich structure. The distance between the two fabric layers (top- and bottomlayer) can be varied and adapted to the desired thickness between 2 and 20 mm. The width of the fabric is 125 cm. Typical areal weight of the fabric lies around 1000 gr/sq.mtr. The fabrics are sold in 40 mtr rolls. These 3D fabrics find their way in the fabric for applications in the Glass fibre Reinforced Plastics industry (GRP-business). They are used either as a core material or as a construction material. The fabrics offer you good drape-ability, good spring-back force and excellent impregnation. The yarns in the fabric have a silane sizing for excellent compatibility. A typical resin content in the laminate is 60% by weight.",Glass,Satin,0-50%,Closed,Medium,Resilient,Medium,Good,None,Good,Good,Good,Moderate,Light,Good,No
https://materialdistrict.com/material/bolefloor/,Bolefloor,Wood,WOO194,Netherlands,Bole,"Bole’s technology combines wood scanning systems, tailor-made CAD/CAM developments and innovative optimization algorithms for placement software developed by a Finnish engineering automation company and three software companies in cooperation with the Institute of Cybernetics at Tallinn University of Technology.

Bole scanners’ natural-edge visual identification technology evaluates “imperfections” such as knots and sapwood near the edges or ends so that floors are both beautiful and durable. The optimization technology means savings of the natural resource. Not only is the surface aesthetically appealing, but the innovations allow more floors per forest.

The curved-length flooring meets the true definition of unique: each floorboard is as individual as the tree it came from. No two floors are alike. The floors work in any setting where intimate, natural, and individual interiors are desired. They are available grooved and ungrooved or in a combination of both, including grooved- and ungrooved endjoints. In lighter floors, sapwood stripes are recommended when more vitality is desired for a surface’s mood.",Wood,Satin,0%,Open,Smooth,Hard,Warm,Poor,None,Poor,Good,Poor,Poor,Heavy,Moderate,Yes
https://materialdistrict.com/material/bolidt-flooring/,Bolidt Flooring,Plastics,PLA006,Netherlands,Bolidt Flooring,"Bolidt is a manufacturer of thermoharder plastics, used as flooring one way or the other. Bolidt flooring systems can be found in industrial halls, ship decks, durable top layers on roads and as a floor in sport centres. Many colours are available, from a concrete look to a bright RAL colour to imitation teak decking.","Sense & Sensibility, Plastics",Glossy,0-50%,Open,Medium,Hard,Medium,Moderate,None,Unknown,Good,Good,Good,Medium,Good,No
https://materialdistrict.com/material/bonded-metal/,Bonded Metal,Metals,MET013,United States,Forms + Surfaces,"Bonded Metal has achieved a place of distinction among high performance surfacing materials. Providing a striking breadth of design possibilities, Bonded Metal is the product of a unique technology that casts metal granules in a tough, FRP matrix.

Advanced mold-making techniques assure perfect reproduction of every fine detail in the original patterned surface. The result is lightweight but extremely durable castings with the character and appearance of solid metal.

You can choose from a wide collection of patterns in a variety of metal finishes, available as sheet goods or may be specified in doors, elevators and other products, matching patterns available in Patterned Glass and Architectural Metals for design continuity across a range of applications.","Lightweight, Metals",Satin,0%,Closed,Coarse,Hard,Cool,Poor,None,Good,Good,Good,Good,Medium,Good,No
https://materialdistrict.com/material/bonding-technology-biflex/,Bonding technology Biflex,Coatings,COA272,Italy,Framis Italia,"Biflex is a performing and versatile extruded double sided adhesive film and tape, 100% polyurethane, solvent free. Biflex is characterized by the three-layer structure, that guarantees a uniform distribution of the glue on both sides. The product shows elastic performance: it stretches and returns to its natural state with minimal deformation. Biflex is used on a wide range of applications onto different fabrics.

AREA OF USE Structural

APPLICATION IDEAS Joining Hem finishing Lamination

FEATURES 3 layers Good stretch recovery High adhesion Low melting point",Coatings,Variable,100%,Closed,Smooth,Soft,Cool,Poor,None,Good,Good,Good,Moderate,Light,Moderate,No
https://materialdistrict.com/material/boracay/,Boracay,Other naturals,ONA504,Belgium,Arte nv,"Boracay is a collection of natural and handmade wall coverings. The use of natural plant fibres, such as water hyacinth leaves and banana leaves in combination with hand-woven abaca-fibres on a non-woven backing, gives this material a very earthy look and feel.

Boracay is available in withs of 90 cm. It is available cut to size and has a fire retardant class standard of B S1, d0.",Other naturals,Satin,0%,Closed,Coarse,Hard,Warm,Moderate,None,Poor,Moderate,Poor,Moderate,Light,Moderate,Yes
https://materialdistrict.com/material/borit/,Borit,Metals,MET055,Germany,Borit Leichtbau-Technik,"Borit of Germany develops and produces building materials out of transformed sheets of a wide selection of metals. Therefore Borit uses the Hydroform technique, where water pressure is used for forming. This method enables very precise shaping, even with complex geometries. Small series of custom designs are also possible and cost efficient.

Borit developed a new kind of board core for different applications which ask for a combination of lightness and stiffness. The inventive shape of the sheets makes it possible to stack them very close to each other. This results in a relatively thin sheet with the constructional properties of a space frame. The sheets can be made out of different metals to assure the combination with the finishing layer. The structures are octagonal or hexagonal.",Metals,Glossy,0%,Open,Coarse,Hard,Cool,Moderate,None,Good,Good,Good,Good,Light,Good,No
https://materialdistrict.com/material/borjajet-roof-tiles/,BorjaJet roof tiles,Ceramics,CER231,Spain,Tejas Borja,"BorjaJet roof tiles combine traditional ceramic roof tiles with inkjet printing. Using this technology , Tejas Borja is able to make tiles with a wide variety of finishes such as slates, woods, stones, marbles and oxides. The technology, used for the first time on roof tiles, allows the advantages of classic ceramic roof tiles with the look of another material, without the need, for instance, to cut down trees or quarry stone.","Sense & Sensibility, Ceramics, inkjet printing, roof tiles",Matte,0%,Closed,Medium,Hard,Medium,Poor,None,Good,Good,Good,Moderate,Medium,Moderate,No
https://materialdistrict.com/material/botanical-c/,Botanical C,Other naturals,ONA802,Taiwan,Sybil-Ho’s Design & Atelier Chung Han Lu,"Botanical C is a material made from waste wedding flowers. Flowers play a significant role during weddings, but are discarded afterwards. Sybil Ho’s Design and Atelier Chung Han Lu collaborate to turn the waste into a new material. They collect the used materials, sort it by colour, and extract the fibres. The fibres are then turned into objects, showing the handmade beauty, and create a new life cycle of used materials.","Biobased, Biodegradable, Other naturals",Matte,0%,Closed,Variable,Resilient,Warm,Moderate,None,Poor,Good,Poor,Moderate,Light,Poor,Yes
https://materialdistrict.com/material/botanical-paperworks/,Botanical PaperWorks,Other naturals,ONA254,Canada,Botanical PaperWorks,"Botanical PaperWorks is a producer of eco-friendly paper products that grow into flowers when planted. The company manufactures and sells greeting cards, invitations, wedding favors, baby shower invitations and corporate and promotional products made from paper embedded with seeds. When planted, this seed paper grows into wildflowers. There are also a number of products that feature herb-seed and grow into dill, mint, chives and more when planted in soil. The seed paper can be printed on using an inkjet printer and works with letterpress, too. Full bleed designs are possible with a recommended ink coverage of up to 80% per sheet to allow proper germination of the seeds embedded in the paper.",Other naturals,Matte,0-50%,Open,Smooth,Soft,Medium,Good,None,Poor,Moderate,Poor,Poor,Light,Poor,Yes
https://materialdistrict.com/material/both/,Both,Other naturals,ONA039,United Kingdom,Both Textile,"Both is a collaborative and creative design partnership between Ruth Waller and Lee Hewett. The principle aim of Both is to design, develop and manufacture innovative and functional ’textile based’ products for the interior and fashion markets.

As a company they are concerned with the investigation of structure, complexity and texture within constructed textiles and the modern interior. Both aims to go beyond surface pattern to explore the three dimensional and structural potential of fabric, through the use of a range of innovative design and production processes.

Both currently produces a wide range of highly textural textile products including a range of constructed felt rugs and wall installations, cushions, bags and felt jewellery. They have currently developed a new range of manipulated ’corrugated’ fabrics, launched in early 2006, which are suitable for screening, flooring and upholstery.

All products by Both are hand made in the studio in Derbyshire to exacting standards and with high level of precision, workmanship and quality in their work.

Both aims to provide innovative textural textiles for use by interior designers and architects as well as supplying retail outlets, galleries and private clients.",Other naturals,Matte,0%,Open,Coarse,Resilient,Warm,Good,None,Good,Moderate,Poor,Good,Light,Moderate,Yes
https://materialdistrict.com/material/bottle-alley-glass/,Recycled glass surfaces,Glass,GLA152,United Kingdom,Diamik Glass,"Diamik Glass sources, processes and recycles glass from post-consumer, and post-manufacturing waste to create unique and beautiful surfaces for both commercial, trade and domestic customers. Their unique manufacturing process allows them to produce sizes and forms in both standard and bespoke designs, unmatched by any other company, as a sustainable alternative to mined or imported materials like quartz, and granite.","Recycling, Glass",Satin,0-50%,Open,Smooth,Hard,Medium,Poor,None,Moderate,Good,Good,Good,Medium,Moderate,No
https://materialdistrict.com/material/boucl-lounge/,Bouclé & Lounge,Plastics,PLA718,United States,CLwich | Sultan LLC,"These fabrics are woven from extruded PVC yarn. The PVC is extruded onto a polyester core yarn for our tabletop products and a fiberglass yarn for flooring products. Once the years are made they are woven on looms and then heat treated. The heat treatment bonds the warp and weft so the fabric holds together. Bouclé Colors available: ink, pebble, grey, coffee and salt. Lounge Colors available: oatmeal, russet and vintage grey. Chilewich wall-to-wall and tile flooring are Green Label Plus certified by the Carpet and Rug Institute. These guidelines are written to protect indoor air quality by mandating low VOC products. Green Label Plus certification is recognized by the U.S. Green Building Council and therefore our w2w and tile earn LEED points. Chilewich Contract products contain Microban®. Microban antimicrobial protection works continuously for the lifetime of the product to inhibit the growth of stain and odor-causing bacteria, mold and mildew. Microban protection is ideal for any healthcare, hospitality, home or office environment where microbes are a concern. All Chilewich products are installed using low VOC adhesives. The products are washed with water and bio-degradable detergents, are made in the USA and have a long life-cycle. Usable for: – Wall-to-wall flooring – Tile flooring – Wall textiles",Plastics,Satin,0-50%,Closed,Smooth,Resilient,Cool,Poor,None,Good,Good,Moderate,Good,Light,Good,No
