u,v,weight,edge_type
enhance warmth,provide-warmth,0.8018891215324402,semantic
enhance warmth,offers warmth-feel,0.7740306854248047,semantic
enhance warmth,offer-warmth,0.6479512453079224,semantic
enhance warmth,enhance comfort,0.6316033601760864,semantic
recycle-nonrenewable,kitchen worktop,1.0,cooccurrence
recycle-nonrenewable,decorative floor tiles with embedded materials,1.0,cooccurrence
recycle-nonrenewable,emphasizing recyclability,0.6708594560623169,semantic
recycle-nonrenewable,ensure recyclability,0.6811508536338806,semantic
recycle-nonrenewable,provide recyclability,0.7054473161697388,semantic
recycle-nonrenewable,recyclable,0.7680763602256775,semantic
recycle-nonrenewable,recyclable object,0.708389401435852,semantic
recycle-nonrenewable,recycle components,0.709153413772583,semantic
recycle-nonrenewable,recycle material,0.7661319971084595,semantic
recycle-nonrenewable,recycle materials,0.7687565684318542,semantic
recycle-nonrenewable,recycle-material,0.7742800116539001,semantic
recycle-nonrenewable,recycle-materials,0.777637779712677,semantic
recycle-nonrenewable,recycle-noun,0.7516384720802307,semantic
recycle-nonrenewable,recycle-verb,0.7365615963935852,semantic
recycle-nonrenewable,recyclable-material,0.7337237596511841,semantic
recycle-nonrenewable,recycle-waste,0.7311422824859619,semantic
recycle-nonrenewable,recycle-panel,0.6440795063972473,semantic
recycle-nonrenewable,recycle-plastic waste,0.6925093531608582,semantic
recycle-nonrenewable,replace-nonrenewable materials,0.6226793527603149,semantic
recycle-nonrenewable,salvage-difficult-to-recycle plastic,0.6286615133285522,semantic
support monolithic quality,custom tiles for sustainable vacation homes,1.0,cooccurrence
support monolithic quality,enable monolithic structure,0.69037264585495,semantic
allow machining,passive humidifier for indoor environments,1.0,cooccurrence
allow machining,allow cutting,0.6490703821182251,semantic
allow machining,allow easy cutting,0.6309601664543152,semantic
allow machining,allow-milling,0.7901487946510315,semantic
allow machining,machining-standard tools,0.7123116254806519,semantic
allow machining,allow-cutting,0.67575603723526,semantic
allow machining,enable-rapid machining,0.6722618341445923,semantic
allow machining,allow-easy cutting,0.6598130464553833,semantic
allow machining,facilitate milling,0.6523275971412659,semantic
block-light,food storage bags with oxygen absorbers,1.0,cooccurrence
block-light,grated stair panels,1.0,cooccurrence
block-light,block-ultraviolet light,0.6871458292007446,semantic
block-light,let-light-through,0.6513147354125977,semantic
block-light,let light show through,0.6443716883659363,semantic
block-light,filter-light,0.6436379551887512,semantic
block-light,allow light,0.6263449788093567,semantic
add after glow effects,photoluminescent gravel flooring,1.0,cooccurrence
add after glow effects,make glow,0.7232160568237305,semantic
add after glow effects,glow persistently,0.6572096347808838,semantic
add after glow effects,glow-luminosity,0.6362953782081604,semantic
washable-fabric,anti-odour footwear lining,1.0,cooccurrence
washable-fabric,clean-fabric,0.8379327058792114,semantic
washable-fabric,fix-fabric,0.7031987309455872,semantic
washable-fabric,hygienic material,0.6233397722244263,semantic
washable-fabric,knitted-fabric,0.7266359925270081,semantic
washable-fabric,quick dry-fabric,0.743590772151947,semantic
washable-fabric,stain-resistant fabric,0.7365881204605103,semantic
washable-fabric,wash fabric,0.9042466282844543,semantic
washable-fabric,wash-easy,0.6526966691017151,semantic
washable-fabric,wash-fabric,0.9390334486961365,semantic
washable-fabric,woven-fabric,0.7795193195343018,semantic
washable-fabric,washable-machine,0.7687027454376221,semantic
washable-fabric,waterproof-fabric,0.7578144669532776,semantic
washable-fabric,sew fabric,0.7394665479660034,semantic
provide ventilation,back-ventilated facade systems,1.0,cooccurrence
provide ventilation,allow air circulation,0.6239156723022461,semantic
provide ventilation,allow natural ventilation,0.8209304213523865,semantic
provide ventilation,improve ventilation,0.8972647786140442,semantic
provide ventilation,supporting-ventilation,0.8665924668312073,semantic
provide ventilation,ventilation-fabric,0.7245160937309265,semantic
reduce-toxins,furniture panels for indoor and outdoor use,1.0,cooccurrence
reduce-toxins,eliminating-toxicity,0.6600413918495178,semantic
reduce-toxins,reduce-harmful substances,0.674039363861084,semantic
create-colour harmonies,flooring finish for interior and exterior,1.0,cooccurrence
create-colour harmonies,create-colours,0.6525789499282837,semantic
create-colour harmonies,generate-colours,0.6507436633110046,semantic
create-colour harmonies,create-interference colours,0.6472741365432739,semantic
create-colour harmonies,blend colours,0.6289091110229492,semantic
create-colour harmonies,allow dyeing in diverse tones,0.6281699538230896,semantic
create-colour harmonies,create-colour effects,0.625199556350708,semantic
support-noun,stretch fabric for activewear,1.0,cooccurrence
support-noun,timber cladding for building facades,1.0,cooccurrence
support-noun,sintering base for ceramic components,1.0,cooccurrence
support-noun,strengthen-noun,0.6233644485473633,semantic
support-noun,support-body,0.6841477155685425,semantic
support-noun,support-construction,0.7439044713973999,semantic
support-noun,support-innovation,0.6464066505432129,semantic
support-noun,support-structure,0.699467658996582,semantic
support-noun,support construction,0.6903780698776245,semantic
support-noun,support-sustainability,0.656465470790863,semantic
support-noun,support-structures,0.6313605308532715,semantic
ensure abrasion-resistance,upholstery for fashionable living spaces,1.0,cooccurrence
ensure abrasion-resistance,resist abrasion,0.8935798406600952,semantic
ensure abrasion-resistance,improve-abrasion resistance,0.8729633688926697,semantic
ensure abrasion-resistance,offer abrasion resistance,0.8570667505264282,semantic
ensure abrasion-resistance,offer abrasion-resistance,0.849330484867096,semantic
ensure abrasion-resistance,resist-abrasion,0.8397933840751648,semantic
ensure abrasion-resistance,withstand-abrasion,0.7142758369445801,semantic
ensure abrasion-resistance,perform-abrasion,0.6593459248542786,semantic
provide transparency,corporate signage and display systems,1.0,cooccurrence
provide transparency,transparent safety glazing panels,1.0,cooccurrence
provide transparency,change transparency,0.6773950457572937,semantic
provide transparency,enable-transparency,0.6364721655845642,semantic
provide transparency,explore-transparency,0.7286815047264099,semantic
provide transparency,maintain-transparent look,0.6711779832839966,semantic
provide transparency,modify-transparency,0.6980997920036316,semantic
provide transparency,offer transparency,0.8766747713088989,semantic
provide transparency,offer-transparency,0.662584125995636,semantic
provide transparency,provide-transparency,0.9188075661659241,semantic
provide transparency,provide visibility,0.6579166054725647,semantic
shape-object,lighting objects inspired by bacteria,1.0,cooccurrence
shape-object,adapt-3d shapes,0.6243890523910522,semantic
shape-object,change shape,0.6448116898536682,semantic
shape-object,form shapes,0.6657181978225708,semantic
shape-object,form-objects,0.6271458864212036,semantic
shape-object,incorporate shapes,0.6914256811141968,semantic
shape-object,shape-boards,0.63372802734375,semantic
shape-object,shape-easily,0.6403414607048035,semantic
shape-object,shape-material,0.7293761372566223,semantic
shape-object,shape-noun,0.7544675469398499,semantic
shape-object,shape-structures,0.762019157409668,semantic
shape-object,transform-shapes,0.6973869204521179,semantic
shape-object,shape-press,0.6536394953727722,semantic
shape-object,transform-into shape,0.6397310495376587,semantic
create geometric-design,textured wall panel from reclaimed wood,1.0,cooccurrence
create geometric-design,create 3d structures,0.6352471709251404,semantic
create geometric-design,design-geometry,0.8068714141845703,semantic
create geometric-design,create-designs,0.7017338275909424,semantic
create geometric-design,design-three-dimensions,0.6786367297172546,semantic
create geometric-design,develop-custom designs,0.6345975399017334,semantic
create geometric-design,create-structured surfaces,0.6321964263916016,semantic
create geometric-design,design-structures,0.6293413639068604,semantic
create geometric-design,craft- designs,0.6286676526069641,semantic
create geometric-design,manufacture-custom designs,0.6228638291358948,semantic
transfer-pvd layer,high-quality surface marking on ceramics,1.0,cooccurrence
recycling-tiles,high quality marble-like tiles for construction,1.0,cooccurrence
recycling-tiles,recycle-porcelain,0.6334460973739624,semantic
recycling-tiles,refurbish-tiles,0.7260385155677795,semantic
recycling-tiles,recycling-material,0.671042799949646,semantic
recycling-tiles,produce tiles,0.6467978358268738,semantic
recycling-tiles,recycle-materials,0.6260393261909485,semantic
recycling-tiles,recycle materials,0.6247641444206238,semantic
deliver thermal performance,nanoporous aerogel blanket insulation,1.0,cooccurrence
deliver thermal performance,control thermal,0.6715913414955139,semantic
deliver thermal performance,control-thermal performance,0.7255455255508423,semantic
deliver thermal performance,provide-thermal performance,0.9053298830986023,semantic
deliver thermal performance,enhance thermal efficiency,0.81001216173172,semantic
deliver thermal performance,offer-thermal performance,0.7946628928184509,semantic
deliver thermal performance,deliver thermal insulation,0.7261058688163757,semantic
deliver thermal performance,provide thermal resistance,0.7124460935592651,semantic
deliver thermal performance,increase-thermal-capacity,0.7003778219223022,semantic
deliver thermal performance,provide heat,0.6962876915931702,semantic
deliver thermal performance,provide thermal protection,0.6925181150436401,semantic
deliver thermal performance,enhance-thermal stability,0.6421606540679932,semantic
offer texture,handmade decorative paper for crafts,1.0,cooccurrence
offer texture,introduce texture,0.7067817449569702,semantic
offer texture,lend-texture,0.651802122592926,semantic
offer texture,offer smooth texture,0.7586554288864136,semantic
offer texture,offer tactile texture,0.6337686777114868,semantic
offer texture,offering texture,0.9260151386260986,semantic
offer texture,provide texture,0.7925925850868225,semantic
offer texture,offer unique texture,0.7781780958175659,semantic
offer texture,offer-decorative texture,0.7749279737472534,semantic
offer texture,providing texture,0.7444217205047607,semantic
offer texture,offer-irregular texture,0.7141530513763428,semantic
offer texture,provide-texture,0.695589542388916,semantic
offer texture,providing-texture,0.6777475476264954,semantic
decompose-biodegradably,biodegradable insulation board for construction,1.0,cooccurrence
decompose-biodegradably,allow biodegradation,0.7749285697937012,semantic
decompose-biodegradably,biodegradable,0.8258516192436218,semantic
decompose-biodegradably,create biodegradable sheets,0.62653648853302,semantic
decompose-biodegradably,create-biodegradable material,0.7599520683288574,semantic
decompose-biodegradably,creating biodegradable material,0.7434532642364502,semantic
decompose-biodegradably,provide-biodegradability,0.7883362770080566,semantic
decompose-biodegradably,offer biodegradability,0.7766821980476379,semantic
decompose-biodegradably,provide biodegradable alternative,0.752826988697052,semantic
decompose-biodegradably,biodegrade-environmentally,0.7454211115837097,semantic
decompose-biodegradably,offer-biodegradability,0.7255972623825073,semantic
decompose-biodegradably,enhance-biodegradability,0.7174611687660217,semantic
decompose-biodegradably,decompose-packaging,0.6415883302688599,semantic
decompose-biodegradably,decomposes contaminants,0.6214846968650818,semantic
accommodate-building movements,commercial roofing system,1.0,cooccurrence
enhance-solderability,metal-coated plastic components for soldering,1.0,cooccurrence
reduce-strain,sintering base for ceramic components,1.0,cooccurrence
recycle-panel,interior space-dividers and partitions,1.0,cooccurrence
recycle-panel,recycle components,0.7842939496040344,semantic
recycle-panel,recycle-material,0.7287867665290833,semantic
recycle-panel,recycle material,0.7217111587524414,semantic
recycle-panel,recycle-materials,0.7013280987739563,semantic
recycle-panel,recycle materials,0.696174681186676,semantic
recycle-panel,recycle-verb,0.6907490491867065,semantic
recycle-panel,recycle-noun,0.6885706186294556,semantic
recycle-panel,recycle-waste,0.6500542163848877,semantic
optimize-handling,racing sail for dinghies,1.0,cooccurrence
optimize-handling,maximize ease of processing,0.6266782879829407,semantic
optimize-handling,optimise-properties,0.6308434009552002,semantic
optimize-handling,optimize-noun,0.6348982453346252,semantic
optimize-handling,optimize-properties,0.6212841272354126,semantic
insulate-conductors,textile-based heating systems,1.0,cooccurrence
insulate-conductors,coat-insulation layers,0.6550811529159546,semantic
insulate-conductors,insulate electrically,0.8653545379638672,semantic
insulate-conductors,insulate-temperature,0.7682502865791321,semantic
insulate-conductors,insulate-structure,0.7513179183006287,semantic
insulate-conductors,insulate-thermal,0.7503442168235779,semantic
insulate-conductors,insulate-heat,0.7482175827026367,semantic
insulate-conductors,insulate-surface,0.7403613328933716,semantic
insulate-conductors,insulate thermally,0.7257089018821716,semantic
insulate-conductors,serve as electric insulator,0.7174729108810425,semantic
insulate-conductors,insulate-walls,0.7140495777130127,semantic
insulate-conductors,insulate against heat,0.7086227536201477,semantic
apply-finish,architectural façade cladding,1.0,cooccurrence
apply-finish,apply-coats,0.6761889457702637,semantic
apply-finish,apply-colourful-finishes,0.7974634766578674,semantic
apply-finish,apply-durable finishes,0.7467191815376282,semantic
apply-finish,apply-easily,0.6480931043624878,semantic
apply-finish,finish-oil,0.6910827159881592,semantic
apply-finish,provide finish,0.6847710609436035,semantic
apply-finish,finish-surface,0.6832201480865479,semantic
apply-finish,finish-sanding,0.6769681572914124,semantic
apply-finish,apply-paint,0.664300799369812,semantic
apply-finish,coat-finishing,0.6626013517379761,semantic
apply-finish,create-finish,0.662433922290802,semantic
apply-finish,apply-topcoat,0.6356064081192017,semantic
apply-finish,finish-noun,0.6486884951591492,semantic
apply-finish,process-finish,0.6482135057449341,semantic
store-co2,furniture panels for indoor and outdoor use,1.0,cooccurrence
store-co2,capture-co2,0.70628821849823,semantic
store-co2,retains co2,0.7514132857322693,semantic
store-co2,store co₂,0.8335358500480652,semantic
store-co2,store-carbon,0.7399646043777466,semantic
store-co2,reduce co2,0.6820295453071594,semantic
store-co2,reduce-co2,0.6619324684143066,semantic
absorb moisture,acoustic wall panels,1.0,cooccurrence
absorb moisture,high fashion knit fabrics,1.0,cooccurrence
absorb moisture,hygroscopic carpet for indoor spaces,1.0,cooccurrence
absorb moisture,indoor hand knitted carpet,1.0,cooccurrence
absorb moisture,absorb-moisture,0.9495030045509338,semantic
absorb moisture,minimize moisture absorption,0.8919952511787415,semantic
absorb moisture,enhance-moisture absorption,0.858145534992218,semantic
absorb moisture,absorbs humidity,0.8468132019042969,semantic
absorb moisture,release moisture,0.845374345779419,semantic
absorb moisture,manage moisture,0.8303709626197815,semantic
absorb moisture,prevent moisture,0.8222451210021973,semantic
absorb moisture,reduce moisture accumulation,0.8215213418006897,semantic
absorb moisture,resist moisture,0.8032717704772949,semantic
absorb moisture,absorb-humidity,0.8013436198234558,semantic
absorb moisture,absorb-wetness,0.7958733439445496,semantic
absorb moisture,moisture buffering,0.7712039351463318,semantic
absorb moisture,prevent moist,0.7069703340530396,semantic
absorb moisture,release-moisture,0.742419421672821,semantic
absorb moisture,soak up moisture,0.699425220489502,semantic
maintain air quality,eco-friendly terrazzo flooring,1.0,cooccurrence
maintain air quality,clean air,0.6688923239707947,semantic
maintain air quality,contribute to air quality,0.8077968955039978,semantic
maintain air quality,enhance-indoor-air-quality,0.6905578970909119,semantic
maintain air quality,filter air,0.6481296420097351,semantic
maintain air quality,filter air pollutants,0.6748421788215637,semantic
maintain air quality,improve air quality,0.881815493106842,semantic
maintain air quality,reduce airborne dust,0.6315172910690308,semantic
contributing-noun,architectural interior profiles for wall and ceiling coverings,1.0,cooccurrence
contributing-noun,contribute-verb,0.7701441645622253,semantic
retain-shape,drainage system for inverted roofs,1.0,cooccurrence
retain-shape,maintain shape,0.7382514476776123,semantic
retain-shape,maintain-shape,0.7559004426002502,semantic
retain-shape,preserve-original shape,0.6833988428115845,semantic
retain-shape,recover shape,0.7036359310150146,semantic
retain-shape,regain original shape,0.6673396825790405,semantic
retain-shape,retain-noun,0.6699351072311401,semantic
retain-shape,retain-structure,0.7505287528038025,semantic
retain-shape,retain-strength,0.7503156065940857,semantic
retain-shape,retain-texture,0.6856042742729187,semantic
retain-shape,retain-water,0.6453579068183899,semantic
cut-easily,compression sportswear,1.0,cooccurrence
cut-easily,allow cutting,0.6897129416465759,semantic
cut-easily,allow easy cutting,0.7698198556900024,semantic
cut-easily,allow-easy cutting,0.6941295266151428,semantic
cut-easily,cut easily,0.9335058927536011,semantic
cut-easily,cut-sawed,0.7296768426895142,semantic
cut-easily,cut-material,0.7082971930503845,semantic
cut-easily,cut-to-size,0.6443173289299011,semantic
cut-easily,cutting-size,0.6298428177833557,semantic
cut-easily,cut-sheet,0.6278899312019348,semantic
provide-flame resistance,upholstery for transportation seating,1.0,cooccurrence
provide-flame resistance,flame-resistant,0.7086501121520996,semantic
provide-flame resistance,offer flame resistance,0.81744784116745,semantic
provide-flame resistance,prevent flame spread,0.6299322843551636,semantic
provide-flame resistance,provide flame resistance,0.9278651475906372,semantic
provide-flame resistance,provide-fire resistance,0.8446179032325745,semantic
provide-flame resistance,provide-fire-resistance,0.8318029046058655,semantic
provide-flame resistance,provide fire resistance,0.7942700982093811,semantic
provide-flame resistance,resist flame,0.745083749294281,semantic
provide-flame resistance,resist-flame,0.7431162595748901,semantic
provide-flame resistance,offer fire resistance,0.7239653468132019,semantic
provide-flame resistance,ensure fire resistance,0.7116063833236694,semantic
provide-flame resistance,treat-flame-resistant,0.6695507764816284,semantic
provide lightweight panels,bulkhead material for partitions,1.0,cooccurrence
provide lightweight panels,exterior façade cladding,1.0,cooccurrence
provide lightweight panels,create-lightweight panels,0.9475867748260498,semantic
provide lightweight panels,create-non-constructive panels,0.661757230758667,semantic
provide lightweight panels,form strong panels,0.7375428080558777,semantic
provide lightweight panels,lightweight-panel,0.8964205384254456,semantic
provide lightweight panels,protect-panels,0.6310003399848938,semantic
provide lightweight panels,provide lightweight materials,0.6676097512245178,semantic
provide lightweight panels,reduce panel weight,0.7120161652565002,semantic
provide lightweight panels,create-decorative panels,0.677809476852417,semantic
provide lightweight panels,create-panels,0.6699265241622925,semantic
provide lightweight panels,create wall panels,0.6588642001152039,semantic
provide lightweight panels,create lightweight structures,0.6420877575874329,semantic
provide lightweight panels,serve as structural panel,0.6273537278175354,semantic
provide lightweight panels,used-wall panels,0.640489935874939,semantic
control-brightness,3d animated display panels,1.0,cooccurrence
control-brightness,adjust illumination,0.6299031972885132,semantic
control-brightness,increase brightness,0.7718490958213806,semantic
control-brightness,control-lighting,0.7473805546760559,semantic
control-brightness,enhance-brightness,0.7443735599517822,semantic
enable light diffusion,automotive instrument panels,1.0,cooccurrence
enable light diffusion,create-diffusion,0.6249935030937195,semantic
enable light diffusion,diffuse light,0.6663345694541931,semantic
enable light diffusion,diffuse lighting,0.632988452911377,semantic
enable light diffusion,diffuse-light,0.6787765622138977,semantic
enable light diffusion,offer-light diffusion,0.7982630729675293,semantic
enable light diffusion,produce-diffuse light,0.6393930912017822,semantic
enable light diffusion,transport-light,0.6285471320152283,semantic
act as a leather alternative,vegan-friendly handbags and accessories,1.0,cooccurrence
act as a leather alternative,serve-as-leather-alternative,0.8355506658554077,semantic
act as a leather alternative,customise-leather-like,0.7469630837440491,semantic
act as a leather alternative,replace-leather,0.7399495244026184,semantic
act as a leather alternative,producing-leather,0.7264540791511536,semantic
act as a leather alternative,manufacturing-leather,0.7065566182136536,semantic
act as a leather alternative,transform-leather,0.7034756541252136,semantic
act as a leather alternative,gluing leather,0.6899517774581909,semantic
act as a leather alternative,produce-leather,0.6761956810951233,semantic
act as a leather alternative,soften-leather,0.6715009212493896,semantic
act as a leather alternative,mimic-leather,0.650478184223175,semantic
increase-resolution,digital video display for walls and floors,1.0,cooccurrence
increase-resolution,upscale-possibilities,0.6285558342933655,semantic
hand crafted-surface,interior wall covering for residential spaces,1.0,cooccurrence
hand crafted-surface,craft-surface,0.8386472463607788,semantic
hand crafted-surface,create-fascinating surfaces,0.7522256374359131,semantic
hand crafted-surface,create-structured surfaces,0.7491210699081421,semantic
hand crafted-surface,decorate-surface,0.710023045539856,semantic
hand crafted-surface,design-sustainable surfaces,0.6726393699645996,semantic
hand crafted-surface,ensure surface quality,0.6277668476104736,semantic
hand crafted-surface,hand craft-plate material,0.6471601724624634,semantic
hand crafted-surface,manufacturing-surfaces,0.8165326118469238,semantic
hand crafted-surface,create surface,0.7714298963546753,semantic
hand crafted-surface,create-decorative surfaces,0.7644954323768616,semantic
hand crafted-surface,create surfaces,0.762067437171936,semantic
hand crafted-surface,provide surface,0.7275733351707458,semantic
hand crafted-surface,create decorative surface,0.7266333103179932,semantic
hand crafted-surface,make-interior surfaces,0.6645001173019409,semantic
hand crafted-surface,paintable-surface,0.7185837030410767,semantic
hand crafted-surface,polish-surface,0.6202173233032227,semantic
hand crafted-surface,printed surface,0.6944797039031982,semantic
hand crafted-surface,set-durable surface,0.6594178676605225,semantic
hand crafted-surface,stick-to-surface,0.629626452922821,semantic
hand crafted-surface,tailor surfaces,0.7035751342773438,semantic
decrease reverberation,acoustic panels for open-plan offices,1.0,cooccurrence
decrease reverberation,reduce reverberation,0.9537183046340942,semantic
decrease reverberation,reduce-reverberation,0.8824800252914429,semantic
decrease reverberation,regulate-reverberation,0.7882096767425537,semantic
produce-panels,textile art panel for the wall,1.0,cooccurrence
produce-panels,manufacture-panel,0.6931555271148682,semantic
produce-panels,produce-accessories,0.6369117498397827,semantic
produce-panels,produce-acoustic panels,0.6323135495185852,semantic
produce-panels,produce-panel,0.927833616733551,semantic
produce-panels,create-panels,0.6873592734336853,semantic
produce-panels,produce-components,0.6569159626960754,semantic
produce-panels,create-decorative panels,0.6401461958885193,semantic
tested-connectors,interior lighting panels,1.0,cooccurrence
provide thermal protection,nanoporous aerogel blanket insulation,1.0,cooccurrence
provide thermal protection,luxury packaging for cosmetics,1.0,cooccurrence
provide thermal protection,insulated wall and roof panels,1.0,cooccurrence
provide thermal protection,enhance thermal efficiency,0.6624220609664917,semantic
provide thermal protection,prevent heat loss,0.6269636154174805,semantic
provide thermal protection,provide heat-exchange,0.6497507095336914,semantic
provide thermal protection,provide thermal insulation,0.8226209878921509,semantic
provide thermal protection,offer thermal insulation,0.7746630311012268,semantic
provide thermal protection,provide thermal resistance,0.7532160878181458,semantic
provide thermal protection,deliver thermal insulation,0.74705570936203,semantic
provide thermal protection,provide-thermal insulation,0.7456629276275635,semantic
provide thermal protection,offer heat insulation,0.7222003936767578,semantic
provide thermal protection,provide-heat insulation,0.7156186103820801,semantic
provide thermal protection,offer-thermal insulation,0.7022152543067932,semantic
provide thermal protection,offer-thermal-insulation,0.6959353685379028,semantic
provide thermal protection,provide-thermal performance,0.6857592463493347,semantic
allow-custom sizing,hand woven decorative rug,1.0,cooccurrence
allow-custom sizing,allow custom sizing,0.9683017134666443,semantic
allow-custom sizing,enable custom sizing,0.8907361030578613,semantic
allow-custom sizing,include-sizes,0.6449727416038513,semantic
reduce energy consumption,sustainable dyeing process for textiles,1.0,cooccurrence
reduce energy consumption,energy-efficient building material,1.0,cooccurrence
reduce energy consumption,conserve energy,0.7545953989028931,semantic
reduce energy consumption,consume-energy,0.7026626467704773,semantic
reduce energy consumption,lower energy use,0.7608133554458618,semantic
reduce energy consumption,minimize energy consumption,0.9025614857673645,semantic
reduce energy consumption,offer energy efficiency,0.7071825861930847,semantic
reduce energy consumption,provide energy efficiency,0.6915649771690369,semantic
reduce energy consumption,reduce-energy consumption,0.956516444683075,semantic
reduce energy consumption,reduce-energy use,0.8812297582626343,semantic
reduce energy consumption,reduce energy demand,0.8329673409461975,semantic
reduce energy consumption,reduce energy loss,0.8177518248558044,semantic
reduce energy consumption,reduce-fuel consumption,0.7893306612968445,semantic
reduce energy consumption,reduce-energy demand,0.787811815738678,semantic
reduce energy consumption,reduce-energy,0.7862909436225891,semantic
reduce energy consumption,reduce-consumption,0.7638835310935974,semantic
reduce energy consumption,reduce-natural resource consumption,0.7242496609687805,semantic
reduce energy consumption,reduce-production energy,0.7475360035896301,semantic
reduce energy consumption,save energy,0.7606667876243591,semantic
reduce energy consumption,save-energy,0.671863317489624,semantic
processed limestone,kitchen and bathroom surfaces,1.0,cooccurrence
provide rustic effect,wall covering for residential spaces,1.0,cooccurrence
provide-water resistance,seamless flooring and wall finishes,1.0,cooccurrence
provide-water resistance,enable water resistance,0.8053464889526367,semantic
provide-water resistance,ensure water resistance,0.8311957716941833,semantic
provide-water resistance,maintain-water resistance,0.836087703704834,semantic
provide-water resistance,offer water resistance,0.8402174711227417,semantic
provide-water resistance,provide resistance,0.6974940299987793,semantic
provide-water resistance,provide-mechanical resistance,0.702795147895813,semantic
provide-water resistance,provide-resistance,0.746190071105957,semantic
provide-water resistance,provide-water-resistance,0.987258791923523,semantic
provide-water resistance,providing-resistance,0.7137701511383057,semantic
provide-water resistance,resist-water,0.7133550643920898,semantic
provide-water resistance,resist water,0.7077793478965759,semantic
provide-water resistance,water-resistant-properties,0.6552513241767883,semantic
resist wear,durable flooring for high-traffic areas,1.0,cooccurrence
resist wear,improve-wear resistance,0.8283355236053467,semantic
resist wear,inhibit-wear,0.7225914001464844,semantic
resist wear,minimizing-wear,0.6608145236968994,semantic
resist wear,offer wear resistance,0.8188990950584412,semantic
resist wear,resist fatigue,0.6281864643096924,semantic
resist wear,resist-wear,0.9730249047279358,semantic
resist wear,resist-tear,0.7157139778137207,semantic
resist wear,resist-tearing,0.6756340265274048,semantic
resist wear,resist-stains,0.6439824104309082,semantic
resist wear,resist-weathering,0.641174852848053,semantic
resist wear,resist stains,0.6331155300140381,semantic
resist wear,resist-fading,0.6262394189834595,semantic
restore-surface,decorative wall and ceiling finish,1.0,cooccurrence
restore-surface,replenish surface,0.7634541392326355,semantic
restore-surface,replenished-surface,0.7083079814910889,semantic
restore-surface,self-recovering surface,0.6624801158905029,semantic
restore-surface,change-surface,0.6320108771324158,semantic
offer cost-saving benefits,hygienic wallcovering system for healthcare environments,1.0,cooccurrence
offer cost-saving benefits,save-costs,0.6905253529548645,semantic
create-structural curves,curved architectural panels,1.0,cooccurrence
create-structural curves,create-structures,0.6332373023033142,semantic
integrate heating,smart textile heating system,1.0,cooccurrence
integrate heating,combine-with heating systems,0.6545583605766296,semantic
integrate heating,spread out heating,0.6777493357658386,semantic
integrate heating,integrate-insulation,0.6323050260543823,semantic
integrate heating,provide heat-exchange,0.6201345324516296,semantic
provide-decoration,biodegradable area rugs,1.0,cooccurrence
provide-decoration,allow decoration,0.8469944596290588,semantic
provide-decoration,create-decoration,0.8120991587638855,semantic
provide-decoration,decorate-noun,0.70849609375,semantic
provide-decoration,decorating-element,0.6209700703620911,semantic
provide-decoration,enable decoration,0.7327562570571899,semantic
provide-decoration,provide decoration,0.9264413118362427,semantic
provide-decoration,provide decorative,0.8324156999588013,semantic
provide-decoration,provide-decor,0.8367989659309387,semantic
provide-decoration,provide-decorative function,0.8213818073272705,semantic
provide-decoration,provide-decorative solution,0.7827564477920532,semantic
provide-decoration,create decorative,0.7348361015319824,semantic
provide-decoration,provide-aesthetic,0.7328521609306335,semantic
generate-opportunities,building blocks for construction,1.0,cooccurrence
create-jewellery,biodegradable jewellery,1.0,cooccurrence
reduce energy demand,masonry unit for building construction,1.0,cooccurrence
reduce energy demand,minimize energy consumption,0.7867477536201477,semantic
reduce energy demand,reduce-energy demand,0.9521455764770508,semantic
reduce energy demand,reduce-energy consumption,0.8197492361068726,semantic
reduce energy demand,reduce-energy use,0.796535313129425,semantic
reduce energy demand,reduce-production energy,0.7167699337005615,semantic
reduce energy demand,reduce-energy,0.7120173573493958,semantic
reduce energy demand,reduce-fuel consumption,0.6856915354728699,semantic
reduce energy demand,reduce energy loss,0.6832435727119446,semantic
reduce energy demand,lower energy use,0.6788992881774902,semantic
reduce energy demand,reduce-energy transmission,0.621361494064331,semantic
reduce energy demand,reduce-natural resource consumption,0.6716780662536621,semantic
cut-sheet,high-gloss packaging solutions,1.0,cooccurrence
cut-sheet,cast-sheets,0.6384721994400024,semantic
cut-sheet,cut sheets,0.8757851719856262,semantic
cut-sheet,cut-material,0.6902340054512024,semantic
cut-sheet,support-cut sheets,0.7861502170562744,semantic
cut-sheet,manufacture-sheets,0.6477829813957214,semantic
cut-sheet,print-sheet,0.6236523985862732,semantic
celebrate-qualities,capsule collection emphasizing material capabilities,1.0,cooccurrence
offer-noise reduction,laminated safety glass for architectural glazing,1.0,cooccurrence
offer-noise reduction,reduce-noise,0.7145538330078125,semantic
offer-noise reduction,provide-noise-reduction,0.713854968547821,semantic
offer-noise reduction,reduce noise,0.6219435930252075,semantic
offer-noise reduction,offer-edibility,0.6216882467269897,semantic
combine-with heating systems,interior wall finish with heating integration,1.0,cooccurrence
combine-with heating systems,combine-heat resistance,0.6703303456306458,semantic
combine-with heating systems,spread out heating,0.6893357634544373,semantic
combine-with heating systems,provide heat-exchange,0.6386095285415649,semantic
manufacture-complex shapes,ski and snowboard woodcores,1.0,cooccurrence
manufacture-complex shapes,create complex shapes,0.8387256860733032,semantic
manufacture-complex shapes,create-complex structures,0.6345617771148682,semantic
